"","bmi","age","sex","race","numpeople","car","gotosch","snack","tvhours","cmpthours","cellhours","sports","exercises","sweat","overweigh"
"58",16.2115387658955,12.6,"M","OTHER",5,3,"2","1",3,1,1,"1",8,1,0
"59",15.842524496149,12.3,"M","OTHER",2,1,"2","1",2,3,1,"1",10,2,0
"60",17.1046306681622,13.7,"F","OTHER",3,3,"4","1",4,4,4,"1",1,3,0
"61",24.5217772984458,12.7,"F","OTHER",2,1,"2","1",2,2,0,"1",7,3,0
"62",24.6275458457827,12.3,"M","OTHER",5,3,"2","2",1,0,1,"1",9,3,0
"63",16.6089110563601,22.7,"M","OTHER",5,1,"1","1",3,2,0,"1",9,2,0
"64",17.7405110587048,12.8,"F","OTHER",3,1,"4","1",0,2,1,"2",7,1,0
"65",14.090879657779,12.7,"M","OTHER",3,1,"2","1",4,3,0,"1",10,2,0
"66",19.5902844011094,13.2,"M","OTHER",5,1,"2","1",4,3,4,"1",16,1,0
"67",18.4426035502959,12.6,"F","OTHER",2,1,"2","1",0,4,4,"1",10,3,0
"68",20.4489537269935,12.6,"M","OTHER",2,2,"2","1",3,2,1,"1",6,2,0
"69",15.7538461538462,11.9,"F","OTHER",2,1,"2","1",2,3,2,"2",9,2,0
"70",15.9712603878116,12.6,"F","OTHER",5,1,"3","1",3,2,3,"1",20,2,0
"71",14.5159789497627,12.5,"F","MIXED",3,3,"2","1",0,0,0,"2",39,1,0
"72",16.3590386408024,12.9,"F","MIXED",5,1,"2","1",2,2,1,"2",3,3,0
"73",18.0136146210888,12.5,"F","",2,1,"1","1",3,3,4,"1",17,1,0
"74",16.6331051584683,12.5,"F","MIXED",5,3,"1","1",3,3,0,"2",20,3,0
"75",17.848405918587,12.6,"F","",4,2,"2","1",3,0,1,"2",22,2,0
"76",22.0221565290095,12.4,"F","OTHER",5,3,"2","1",3,1,0,"2",1,3,0
"77",15.7926857184139,12.3,"F","",2,3,"2","1",2,4,1,"2",9,2,0
"78",22.8749908887748,12.3,"F","",5,3,"2","1",0,2,1,"1",12,2,0
"79",21.2404988066597,13.1,"F","MIXED",1,3,"2","1",1,0,1,"1",8,2,0
"80",20.5078442504258,12.9,"F","MIXED",5,1,"2","1",1,2,2,"2",18,1,0
"81",21.2060732030557,12.2,"F","OTHER",4,3,"2","1",0,0,0,"2",12,1,0
"82",27.1167807610314,12.9,"F","OTHER",4,3,"2","1",2,2,1,"1",7,2,1
"83",19.5896173441872,12.2,"F","MIXED",2,1,"3","1",0,2,1,"1",4,2,0
"84",17.8339557598391,12.5,"M","OTHER",3,2,"1","1",4,4,4,"1",11,2,0
"85",14.0803797679572,12,"M","OTHER",5,2,"2","1",2,3,2,"1",8,3,0
"86",17.8705396834906,14.4,"M","OTHER",5,1,"2","1",2,2,1,"1",7,1,0
"87",17.5928411401026,12.8,"M","OTHER",4,3,"2","1",0,0,0,"2",5,3,0
"88",16.9338666723254,12.5,"M","OTHER",5,3,"1","1",0,1,0,"1",6,2,0
"89",16.5343837456173,12.8,"M","OTHER",5,1,"2",NA,NA,NA,NA,NA,5,1,0
"90",16.2278388575601,11.9,"M","OTHER",2,1,"3",NA,NA,NA,NA,NA,14,1,0
"91",14.615329978637,12.7,"M","OTHER",3,3,"2",NA,NA,0,NA,NA,8,2,0
"92",16.7934729368519,12.4,"M","OTHER",2,3,"2","1",0,3,1,"1",40,1,0
"93",18.1173441028924,12.2,"M","OTHER",5,1,"2","1",1,1,NA,"1",16,1,0
"94",19.5129790005911,12,"M","OTHER",1,3,"2","2",4,0,2,"1",15,1,0
"95",15.5853990480988,12.5,"M","OTHER",3,3,"2","2",1,2,0,"1",2,2,0
"96",19.7303351912431,14.1,"M","OTHER",5,3,"3","2",0,0,0,"2",16,2,0
"97",18.4091624009837,11.9,"F","OTHER",4,1,"2","1",3,2,1,"1",22,1,0
"98",16.720087284023,14.1,"M","OTHER",5,1,"2","1",4,1,0,"1",5,3,0
"99",15.1278737557324,11.9,"F","OTHER",5,1,"2","1",1,0,1,"2",28,2,0
"100",19.9343546613808,15.3,"M","OTHER",3,3,"2",NA,2,1,0,NA,12,2,0
"101",19.256939862381,15.2,"F","OTHER",5,1,"2","1",4,4,4,"1",11,2,0
"102",20.422419460881,12.3,"F","OTHER",5,3,"2","1",4,0,1,"1",30,1,0
"103",17.8170657465528,11.9,"M","OTHER",2,3,"2","1",2,0,1,"1",5,3,0
"104",14.4344548851906,12.1,"F","OTHER",5,3,"2",NA,4,4,0,"1",12,2,0
"105",26.3100595151691,12.3,"F","OTHER",4,1,"2","1",1,1,1,"1",6,2,1
"106",19.6044726609946,14.5,"M","OTHER",5,3,"2","1",4,3,0,"2",5,1,0
"107",16.9146307420312,14.4,"M","OTHER",3,1,"2","1",3,3,3,"1",3,2,0
"108",23.3641226047356,12.9,"M","OTHER",4,3,"2",NA,0,0,NA,"1",6,1,0
"109",28.3206102306897,14.2,"F","OTHER",4,1,"2","1",4,4,4,"2",2,3,1
"110",21.4981223235139,12.8,"F","OTHER",3,2,"2","1",4,4,4,"1",11,2,0
"111",22.7976331360947,12.6,"F","OTHER",2,3,"3","1",0,3,0,"1",14,1,0
"112",17.7835493150808,12.2,"F","OTHER",3,1,"1","1",2,4,3,"1",4,1,0
"113",13.8493128809444,11.9,"F","MIXED",5,1,"2","1",0,0,0,"1",16,2,0
"114",17.9057843294344,12.3,"F","MIXED",3,1,"2","1",3,0,1,"1",9,1,0
"115",15.1318366986812,12,"F","OTHER",5,3,"2","1",4,4,2,"2",19,1,0
"116",20.7279091309769,12,"F","OTHER",4,1,"1","1",3,1,1,"1",12,1,0
"117",17.0447263872869,12,"F","OTHER",3,2,"2","1",4,4,1,"2",6,1,0
"118",22.0025510204082,12.7,"F","OTHER",2,1,"1","1",4,4,2,"1",7,3,0
"119",18.0152781543966,12.2,"F","OTHER",3,1,"1","1",2,2,1,"1",8,1,0
"120",17.1761921219929,12.5,"F","OTHER",3,1,"1","1",1,0,0,"1",6,1,0
"121",20.3127492504782,12.5,"F","OTHER",5,2,"2","1",2,4,1,"1",12,2,0
"122",18.2518040682454,12,"F","OTHER",5,3,"2","1",2,1,1,"2",1,2,0
"123",18.4185971033308,12.3,"F","OTHER",3,1,"1","1",1,3,0,"2",6,1,0
"124",15.9520306040453,11.9,"F","OTHER",4,1,"1","1",4,4,1,"2",4,2,0
"125",20.5095337285691,12.4,"F","OTHER",5,2,"2","1",1,1,1,"1",7,2,0
"126",18.2445759368836,12.2,"F","OTHER",5,1,"2","1",NA,0,1,"2",4,2,0
"127",27.2483772759623,12.5,"F","OTHER",3,3,"2","1",2,1,1,"2",14,2,1
"128",19.7745373170237,11.9,"F","OTHER",4,2,"2","1",1,2,1,"1",10,1,0
"129",15.6114947649811,12.7,"F","OTHER",3,1,"1","1",1,1,1,"2",9,2,0
"130",17.5460223537147,12.3,"F","OTHER",2,2,"2","1",1,1,0,"1",13,2,0
"131",17.009980879377,11.3,"F","OTHER",4,2,"2","1",2,3,1,"1",10,2,0
"132",31.2421264802217,11.9,"F","OTHER",4,1,"1","1",1,0,1,"2",6,1,1
"133",20.9632653061224,12.4,"F","OTHER",3,3,"2","1",0,0,3,"1",10,2,0
"134",21.5063175751136,12.7,"F","OTHER",5,1,"1","1",3,3,1,"1",3,2,0
"135",22.0828586154514,12.3,"F","OTHER",2,3,"2","1",2,1,0,"1",6,1,0
"136",18.8461872524389,11.8,"F","OTHER",2,3,"3","1",3,0,0,"1",5,2,0
"137",18.7085559343875,13.6,"F","OTHER",5,3,"2","1",1,0,1,"1",10,2,0
"138",33.9794753888214,11.9,"F","OTHER",3,3,"2","1",4,0,4,"2",5,3,1
"139",17.8426009793524,11.9,"F","OTHER",4,2,"2","1",3,3,1,"2",5,3,0
"140",17.3463245124849,14,"F","OTHER",4,3,"1","1",4,4,4,"1",8,1,0
"141",24.6066764281011,12.9,"F","OTHER",2,1,"2","1",2,3,2,"1",8,1,0
"142",29.1438477380537,11.9,"F","OTHER",3,1,"2","1",2,1,2,"2",2,3,1
"143",16.0981305762451,11.9,"F","OTHER",5,2,"2","1",1,1,1,"1",7,1,0
"144",16.4686575443787,11.9,"F","OTHER",5,3,"3","1",1,4,1,"1",7,1,0
"145",19.023825012738,12.6,"F","OTHER",2,1,"1","1",1,1,1,"1",7,2,0
"146",20.1169243174994,11.8,"F","OTHER",5,2,"1","1",2,3,2,"1",7,1,0
"147",22.7589931196267,12.5,"F","OTHER",4,1,"1","1",2,3,1,"2",4,2,0
"148",15.7018990440362,12,"F","OTHER",4,1,"1","1",2,3,1,"2",6,2,0
"149",20.3025979949729,11.9,"F","OTHER",5,1,"2",NA,NA,NA,NA,"2",2,2,0
"150",20.4857922660953,12.6,"F","OTHER",2,1,"2",NA,4,4,1,"2",1,3,0
"151",17.9618288935998,12.6,"F","OTHER",3,2,"2","1",0,2,1,"1",2,3,0
"152",26.2977525905689,12.1,"F","OTHER",5,2,"2","1",2,1,2,"2",4,3,1
"153",23.0476501084168,12.2,"F","OTHER",1,1,"2","1",3,4,1,"2",9,2,0
"154",20.4353535450354,12.8,"F","OTHER",5,3,"2","1",2,0,2,"2",15,1,0
"155",16.2760141436449,11.9,"F","OTHER",5,3,"3","1",1,0,0,"2",4,2,0
"156",23.2583672337278,12.7,"F","OTHER",3,1,"1","1",0,2,0,"2",5,1,0
"157",14.5500335973503,11.8,"F","OTHER",2,3,"2","1",1,1,1,"1",3,2,0
"158",24.3465165477428,12.3,"F","OTHER",2,3,"2","1",1,1,1,"1",9,2,0
"159",18.3384989525578,12,"M","CAUCASIAN",5,1,"1","1",2,2,1,"1",9,1,0
"160",17.7443956698053,11.9,"F","MIXED",5,1,"1","1",2,2,3,"1",5,2,0
"161",25.3077224990406,11.4,"F","OTHER",2,1,"1","1",3,1,3,"2",6,1,1
"162",27.5230248153648,12.4,"F","OTHER",2,1,"1","1",4,4,4,"1",14,1,1
"163",18.6843455766069,11.6,"M","INDIAN",3,1,"1","1",1,1,1,"1",19,2,0
"164",21.7718111272133,11.9,"F","CAUCASIAN",3,1,"1","1",2,2,1,"1",8,1,0
"165",15.7009757266153,11.7,"M","OTHER",3,NA,"2","1",3,3,2,"2",15,1,0
"166",15.3430866685676,12.4,"M","OTHER",3,2,"2","2",2,2,1,"1",4,3,0
"167",17.8596850795638,14.6,"M","OTHER",5,1,"2","1",0,0,0,"1",4,2,0
"168",17.6654382310527,11.8,"F","OTHER",5,2,"2","1",0,2,1,"2",7,3,0
"169",15.0692520775623,14.8,"M","OTHER",4,3,"3","1",1,0,0,"2",3,2,0
"170",17.8578861365068,12.8,"M","OTHER",5,3,"2","1",1,1,1,"2",4,2,0
"171",14.8934284013627,11.8,"M","OTHER",2,1,"2","2",2,2,2,"1",10,1,0
"172",21.0517082584097,12.7,"F","OTHER",2,3,"2","1",2,4,3,"2",2,3,0
"173",17.3411097411343,14,"F","OTHER",3,3,"2","1",1,2,4,"1",4,2,0
"174",16.360231410252,11.9,"M","OTHER",5,3,"2","1",2,2,0,"1",8,1,0
"175",14.3283265063969,13.3,"M","OTHER",3,3,"2","1",0,0,0,"2",1,2,0
"176",17.3491882895636,13.3,"F","OTHER",5,3,"2","1",4,2,4,"1",5,1,0
"177",16.9498580449389,12.5,"M","OTHER",1,1,"2","1",3,3,4,"1",12,2,0
"178",17.2565190880209,12.1,"M","OTHER",3,3,"2","1",3,2,3,"2",3,3,0
"179",20.1560403020652,11.9,"M","OTHER",2,1,"2","1",3,2,2,"2",15,1,0
"180",15.3190263174797,13.1,"M","OTHER",4,3,"3","1",1,0,0,"2",2,2,0
"181",17.7848076848887,11.9,"F","OTHER",5,3,"2","1",2,0,0,"2",2,3,0
"182",16.3465935070873,13.1,"M","OTHER",4,1,"2","1",3,4,3,"1",21,1,0
"183",15.9223919316192,13.7,"M","OTHER",5,3,"2","1",2,0,0,"1",8,1,0
"184",16.8727233042105,12.7,"F","OTHER",5,3,"2","2",3,2,NA,NA,1,2,0
"185",19.9555555555556,11.8,"M","OTHER",5,3,"2","1",2,3,0,"1",5,2,0
"186",15.7946923983655,13,"F","OTHER",3,3,"3","2",2,NA,0,"1",12,2,0
"187",24.3749410877557,12,"F","OTHER",4,3,"2","1",1,0,3,"1",9,3,0
"188",15.6576029722464,12,"F","OTHER",2,1,"2","1",2,2,1,"1",20,1,0
"189",16.3735192710182,12.2,"M","OTHER",2,3,"3","1",4,2,0,"1",6,1,0
"190",29.6827018006256,12.6,"F","OTHER",4,3,"2",NA,0,0,0,"2",10,1,1
"191",16.6659357045744,12.4,"M","OTHER",3,3,"2","1",1,0,0,"1",6,3,0
"192",15.3537982404102,12.7,"M","OTHER",5,2,"2","1",3,1,2,"1",3,2,0
"193",16.2942897612721,12,"F","OTHER",5,3,"2","1",3,4,0,"2",3,2,0
"194",19.4573559615177,11.9,"M","OTHER",3,2,"2","1",4,2,NA,"1",10,1,0
"195",15.9438775510204,12.7,"M","OTHER",5,2,"2",NA,1,2,0,"1",3,2,0
"196",15.8687661901309,12,"M","OTHER",4,1,"2","1",2,2,1,"2",5,2,0
"197",21.4217257467861,11.9,"F","OTHER",5,3,"2","1",2,0,0,"2",0,2,0
"198",17.3697837879673,12,"M","OTHER",5,3,"2",NA,2,0,1,"1",9,1,0
"199",23.1755424063116,11.8,"F","OTHER",5,3,"2","1",NA,0,NA,NA,7,1,0
"200",18.6373439122447,12.6,"F","OTHER",4,3,"2","2",2,0,2,"1",13,2,0
"201",16.015798665709,12.1,"F","OTHER",5,3,"2","1",0,0,0,"2",5,2,0
"202",16.8601854864754,12,"M","OTHER",3,3,"2","1",2,1,0,NA,4,2,0
"203",18.5819804817736,12.7,"F","OTHER",3,1,"2",NA,1,1,1,"1",15,2,0
"204",17.6034481420846,11.8,"F","OTHER",4,3,"2","1",1,0,0,"2",6,NA,0
"205",17.6591947045901,12.2,"F","OTHER",5,1,"2","2",1,1,0,"2",2,2,0
"206",20.0397003661194,12.8,"M","OTHER",5,1,"2","1",2,3,3,"1",9,2,0
"207",18.1051587301587,12,"F","OTHER",3,3,"3","1",0,0,1,"2",8,2,0
"208",16.7536511556511,NA,"M","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"209",19.0333651344217,NA,"M","OTHER",3,2,"2","1",3,0,1,"1",3,2,0
"210",15.2440910191952,12.8,"F","OTHER",5,1,"2","1",3,0,2,"1",1,3,0
"211",15.7629193245032,11.9,"M","OTHER",3,1,"3",NA,1,0,0,"1",8,2,0
"212",16.8258902024483,12,"F","OTHER",5,3,"2","1",3,0,1,"1",10,2,0
"213",16.328125,13.2,"F","OTHER",4,3,"3","1",4,0,0,"1",1,2,0
"214",21.4666666666667,14,"F","OTHER",3,3,"2","1",3,0,0,"2",0,2,0
"215",14.6952026998163,14.1,"M","MIXED",4,3,"2",NA,2,NA,1,"2",6,1,0
"216",17.1847460342894,13.3,"M","OTHER",4,3,"4","1",1,NA,0,"1",8,3,0
"217",21.6587593343178,12.7,"F","OTHER",5,1,"2","2",4,0,2,"1",10,1,0
"218",23.0612325690713,12.3,"F","OTHER",5,1,"2","1",1,3,3,"2",4,2,0
"219",15.5559411650624,13.9,"F","OTHER",5,3,"3","1",1,2,0,"2",16,3,0
"220",16.8057529887328,12.7,"F","OTHER",1,1,"2","1",2,1,1,"2",2,3,0
"221",17.0064279155188,12.7,"M","OTHER",1,2,"2","1",1,4,3,"1",7,1,0
"222",16.8930708271736,12.2,"M","OTHER",5,1,"3","2",1,1,0,"2",7,2,0
"223",17.7460155426902,12.3,"F","OTHER",4,3,"2","1",NA,3,1,"1",10,3,0
"224",20.9540840795862,12.1,"M","OTHER",5,1,"3","1",2,0,1,"1",8,1,0
"225",18.1683935933876,12.4,"F","OTHER",3,1,"2","1",1,2,0,"1",1,3,0
"226",17.2571639167327,12.8,"M","OTHER",4,3,"4",NA,2,2,1,"1",10,2,0
"227",22.2027834099078,12.4,"M","OTHER",3,1,"2","1",4,2,1,"1",5,2,0
"228",24.6781958818483,13.2,"F","MIXED",3,3,"4","2",4,4,0,"2",2,3,0
"229",17.5939655086626,12.8,"M","OTHER",2,3,"2","1",1,2,0,"1",8,1,0
"230",16.8227793819659,12.2,"M","OTHER",3,3,"2","1",0,4,0,"2",4,3,0
"231",22.5428709267137,13,"F","MIXED",3,3,"3","1",4,0,2,"2",7,2,0
"232",15.0086729684507,12.3,"F","",4,3,"2","1",1,1,0,"1",12,3,0
"233",35.7239304039196,12.5,"F","OTHER",4,1,"2","1",2,1,1,"2",4,3,1
"234",20.4081632653061,12.5,"F","MIXED",3,3,"2","1",0,1,0,"2",0,3,0
"235",23.9103810509836,13.1,"F","OTHER",3,3,"2","1",1,1,1,"2",3,3,0
"236",25.0450714959729,12.1,"F","INDIAN",3,2,"3","1",2,2,0,"2",8,2,1
"237",18.8283691309679,12.6,"F","MIXED",5,3,"2","1",2,1,1,"1",9,3,0
"238",16.0074368828578,12.5,"F","MIXED",3,3,"2",NA,3,0,1,"2",4,2,0
"239",19.5634807779744,12.2,"F","MIXED",5,2,"2","1",2,0,0,"1",6,2,0
"240",32.9114999150671,12.7,"F","OTHER",3,2,"2","1",2,2,1,"2",7,2,1
"241",34.4021211009146,14.7,"F","CAUCASIAN",3,1,"1","1",4,4,1,"2",18,2,1
"242",17.4977452354026,12.4,"F","OTHER",4,3,"2","1",2,1,2,"2",11,1,0
"243",17.5337278106509,13,"F","MIXED",5,3,"2","1",3,0,0,"2",14,2,0
"244",16.8914259037231,12.9,"F","MIXED",5,1,"1","1",2,3,2,"2",19,1,0
"245",17.8074070759835,12.1,"M","OTHER",3,1,"2",NA,NA,NA,0,"1",16,1,0
"246",11.8704907341972,12.6,"M","OTHER",5,3,"2","2",2,3,1,"2",5,1,0
"247",14.564030807534,12,"M","OTHER",5,3,"4","1",0,1,1,"1",19,1,0
"248",25.6358314332196,11.7,"M","OTHER",2,1,"2","1",3,3,3,"2",12,1,1
"249",18.7880960312364,12.1,"M","OTHER",4,3,"2","1",4,3,3,"1",17,2,0
"250",17.3833255388214,11.6,"M","OTHER",2,3,"2","1",3,2,4,"1",3,1,0
"251",18.042160618127,11.5,"M","OTHER",2,3,"2","1",4,0,3,"1",28,2,0
"252",19.4011382001077,12.7,"M","OTHER",4,1,"2","1",0,2,0,"1",5,2,0
"253",17.0525711002585,12.5,"M","OTHER",3,1,"1","1",2,4,2,"1",5,3,0
"254",21.3409701880415,14,"M","OTHER",1,1,"2","2",NA,NA,NA,"2",12,1,0
"255",19.3875076976502,16.4,"M","OTHER",4,3,"1","1",4,4,4,"1",2,3,0
"256",20.9327428450372,12.2,"M","OTHER",5,3,"2","1",2,3,1,"2",2,3,0
"257",18.1147415963479,13.6,"M","OTHER",2,1,"2","1",4,4,4,"2",16,2,0
"258",22.5846418442851,12.5,"M","OTHER",2,1,"1",NA,2,3,2,"1",7,2,0
"259",17.0054958670734,12.7,"F","MIXED",2,1,"1","1",4,3,2,"1",11,1,0
"260",14.9685583117935,11.9,"M","MIXED",3,1,"1",NA,2,4,1,"1",18,1,0
"261",16.996550933071,12.1,"F","OTHER",3,1,"1","1",4,1,4,"1",3,1,0
"262",17.5768753058075,12,"F","OTHER",4,1,"1","1",0,2,1,"1",5,3,0
"263",16.6661044366375,13.3,"F","OTHER",3,3,"1","1",4,NA,NA,NA,5,2,0
"264",18.3664230744358,12.4,"M","OTHER",4,1,"2","2",4,3,4,"2",12,2,0
"265",19.6668836805556,13.1,"F","OTHER",2,3,"2","1",4,2,4,"1",8,2,0
"266",11.8520812374371,12.1,"F","OTHER",3,3,"2","1",4,4,4,"2",5,3,0
"267",18.0622494482231,13.1,"M","OTHER",5,1,"2","1",NA,NA,NA,"1",13,1,0
"268",19.378539847638,13.3,"F","OTHER",5,1,"1","1",4,3,4,"1",23,1,0
"269",16.9023253253335,12.5,"M","OTHER",5,3,"3","1",4,4,3,"2",6,1,0
"270",16.848000274719,13.2,"M","OTHER",5,1,"2","1",4,2,2,"2",11,2,0
"271",17.2240122906965,12.6,"F","OTHER",5,3,"2","1",4,4,2,"2",10,2,0
"272",19.9332821321577,12.3,"F","OTHER",5,3,"2","1",4,0,1,"2",14,2,0
"273",24.5330328793998,12,"F","OTHER",5,3,"3",NA,0,0,4,"1",9,2,0
"274",14.6716564556785,12.2,"M","OTHER",2,1,"2",NA,2,4,2,"1",9,2,0
"275",17.6944141968062,12,"F","OTHER",3,1,"1","1",2,3,2,"2",9,2,0
"276",17.1232554507462,12.1,"M","OTHER",5,1,"2","1",2,3,2,"2",7,2,0
"277",15.6794306321537,12.1,"M","OTHER",5,1,"2",NA,NA,NA,NA,NA,5,3,0
"278",20.8536783854167,13.3,"M","OTHER",5,1,"2","1",2,3,3,"1",6,2,0
"279",12.788079897285,12.6,"F","OTHER",4,1,"2","1",0,0,0,"2",3,2,0
"280",15.3875023456558,12.8,"M","OTHER",3,3,"2","1",1,4,4,"2",14,1,0
"281",16.4444444444444,12.5,"M","OTHER",4,3,"2","1",3,NA,3,"2",18,2,0
"282",21.4978467140506,12.1,"F","OTHER",2,1,"2","1",2,2,1,"1",8,2,0
"283",21.4978467140506,12.1,"F","OTHER",2,1,"2","1",2,2,1,"1",8,2,0
"284",21.1411596774816,12.1,"F","OTHER",5,2,"1","1",3,3,2,"2",6,2,0
"285",16.2246717586163,12.1,"M","OTHER",2,3,"2","1",0,0,0,"1",13,2,0
"286",17.5550480050436,12.1,"F","OTHER",3,3,"2","1",0,0,1,"2",14,2,0
"287",27.5111111111111,12.1,"F","OTHER",5,3,"1","1",2,0,0,"2",8,3,1
"288",15.9866049078877,12.6,"M","OTHER",2,1,"3",NA,3,2,1,"2",13,2,0
"289",18.5300979728795,14.2,"M","OTHER",3,3,"2","1",1,4,4,"1",5,1,0
"290",27.6702097098535,12.1,"M","OTHER",4,3,"2","1",NA,NA,NA,"1",7,3,1
"291",18.0552714316286,11.9,"F","OTHER",2,3,"2","1",2,4,3,"2",5,2,0
"292",16.7676680757673,12.2,"F","OTHER",5,2,"2","1",3,4,0,"1",7,1,0
"293",14.8311459163778,12,"F","OTHER",5,3,"3","2",3,0,4,"1",17,1,0
"294",17.3261987134869,13.6,"M","OTHER",4,3,"2","2",4,0,2,"2",4,3,0
"295",23.9973701512163,12.2,"M","MIXED",5,3,"2","1",4,4,3,"1",8,3,0
